origins,destinations,path,free_flow_time
27,3,75421017 619185406 120511930 -42762428#0 -697042776#1 42762429 1323419246 -416373452 -101418584#4 -101418584#3 -101418584#2 -101418592 -100488715#3 101605951#0 101605951#1 -101606546 101606547#1,2.092265862428485
27,3,75421017 619185406 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 -162276533#2 100488715#0 100488715#1 100488715#2 101605951#0 101605951#1 -101606546 101606547#1,3.3398081622857934
27,3,75421017 619185406 120511930 -42762428#0 -697042776#1 42762429 1323419246 -416373452 -101418584#4 -101418584#3 -101418584#2 -101418592 -100488715#3 101605951#0 101605951#1 101605951#2 -101605951#2 -101606546 101606547#1,2.1219634866185495
27,3,75421017 619185406 120511930 -42762428#0 -697042776#1 42762429 -120511142#2 120511142#2 1323419246 -416373452 -101418584#4 -101418584#3 -101418584#2 -101418592 -100488715#3 101605951#0 101605951#1 -101606546 101606547#1,2.209032569111158
27,9,75421017 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4,0.9960184073629451
27,9,75421017 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -101611066 101611066 -372606529#6 -372606529#5 -372606529#4,1.1420968387354944
27,9,75421017 619185406 619184994 -619184994 120511930 42762428#1 42762428#4 1197063689 282479127#0 101611060 -372606529#7 -372606529#6 -372606529#5 -372606529#4,1.9324129651860744
27,9,75421017 619185406 619184994 1164659927#1 1164659928 -372606529#8 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 42762428#1 42762428#4 1197063689 282479127#0 101611060 -372606529#7 -372606529#6 -372606529#5 -372606529#4,2.6490796318527408
27,18,75421017 619185406 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 -1323419243,2.0738295318127253
27,18,75421017 619185406 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 1323419245 16648700 1323419243 -1323419243,2.040636254501801
27,18,75421017 619185406 120511930 -42762428#0 -697042776#1 42762429 1323419246 -100525445 100525445 184568063 76867740 1323419243 -1323419243,2.384513805522209
27,18,75421017 619185406 619184994 -619184994 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 -1323419243,2.6563025210084033
27,22,75421017 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 659278036#0 659278036#1 659278036#2 659278036#3 -100468675#3 -100468675#2 -100468675#1 -100468675#0,1.8011644542626264
27,22,75421017 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 659278036#0 -416412034 659278036#2 659278036#3 -100468675#3 -100468675#2 -100468675#1 -100468675#0,2.044081621129373
27,22,75421017 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 -659278038#2 101604503 -101604503 -659278038#1 -659278038#0 659278036#0 659278036#1 659278036#2 659278036#3 -100468675#3 -100468675#2 -100468675#1 -100468675#0,1.8462568468712177
27,22,75421017 -282689984#1 -282689984#0 -134065887 100475363 282479151#1 100475362 -659278038#3 -101601832#2 101601832#2 -659278038#2 -659278038#1 -659278038#0 659278036#0 -416412034 659278036#2 659278036#3 -100468675#3 -100468675#2 -100468675#1 -100468675#0,2.360520306034581
28,3,416409192#0 416409192#1 416409192#2 416409192#3 416409192#4 416409192#5 416409192#6 416409192#7 416409192#8 -162276631 162276528 1323419242#0 1323419242#1 162276533#0 162276533#1 100488715#0 100488715#1 100488715#2 101605951#0 101605951#1 -101606546 101606547#1,2.2760402699863507
28,3,416409192#0 416409192#1 416409192#2 416409192#3 416409192#4 416409192#5 416409192#6 416409192#7 416409192#8 -416409192#8 -416409190 -416409191#1 -416409191#0 -162276631 162276528 1323419242#0 1323419242#1 162276533#0 162276533#1 100488715#0 100488715#1 100488715#2 101605951#0 101605951#1 -101606546 101606547#1,3.489527191032667
28,3,416409192#0 416409192#1 416409192#2 416409192#3 416409192#4 416409192#5 416409192#6 416409192#7 -416409190 -416409191#1 -416409191#0 -162276631 162276528 1323419242#0 1323419242#1 162276533#0 162276533#1 100488715#0 100488715#1 100488715#2 101605951#0 101605951#1 -101606546 101606547#1,2.535675499168016
28,3,416409192#0 416409192#1 416409192#2 416409192#3 416409192#4 416409192#5 416409192#6 416409192#7 416409192#8 -162276631 162276528 1323419242#0 1323419242#1 162276533#0 162276533#1 162276533#2 -162276533#2 100488715#0 100488715#1 100488715#2 101605951#0 101605951#1 -101606546 101606547#1,3.0774321586352587
28,23,416409192#0 416409192#1 416409192#2 416409192#3 416409192#4 416409192#5 416409192#6 416409192#7 416409192#8 416409191#0 -416409191#0,1.240964722822174
28,23,416409192#0 416409192#1 416409192#2 416409192#3 416409192#4 416409192#5 416409192#6 416409192#7 -416409190 -416409191#1 -416409191#0,0.7125749940004799
28,23,416409192#0 416409192#1 416409192#2 416409192#3 416409192#4 416409192#5 416409192#6 416409192#7 -416409190 416409190 416409192#8 416409191#0 -416409191#0,1.68461723062155
28,23,416409192#0 416409192#1 416409192#2 416409192#3 416409192#4 416409192#5 416409192#6 416409192#7 416409192#8 -162276631 162276631 416409191#0 -416409191#0,1.8971322294216462
29,24,-282689975#2 -282689975#1 -282689975#0 -282689986 -224715833 -224715836 -101749453 -1006827381 101417074 71324343#8 71324343#9 71324343#11 659283000#7 101594822 -101594843 101594812#1 101594812#2 -101594836#1 -101594836#0,1.6803674529567043
29,24,-282689975#2 -282689975#1 -282689975#0 -282689986 -224715833 -224715836 -101749453 -1006827381 101417074 71324343#8 71324343#9 71324343#11 659283000#7 101594822 -101594843 101594812#1 -336863934 -101594809#0 -101594836#0,1.9542370007758318
29,24,-282689975#2 -282689975#1 -282689975#0 -282689986 -224715833 -224715836 -101749453 -1006827381 101417074 71324343#8 71324343#9 71324343#11 -659283000#6 659283000#6 659283000#7 101594822 -101594843 101594812#1 101594812#2 -101594836#1 -101594836#0,1.6815193608040764
29,24,-282689975#2 -282689975#1 -282689975#0 -352797377 352797377 -282689986 -224715833 -224715836 -101749453 -1006827381 101417074 71324343#8 71324343#9 71324343#11 659283000#7 101594822 -101594843 101594812#1 101594812#2 -101594836#1 -101594836#0,3.646253807498522
29,60,-282689975#2 -282689975#1 -282689975#0 -352797377 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 -47374680#5 -47374680#4 -47374680#3 -47374680#2 -47374680#1 -47374680#0 283490977#1 120511144#0 -101752970#2,3.0134803237349654
29,60,-282689975#2 -282689975#1 -282689975#0 -352797377 -120511301 120509990 120509991 282689983#0 101418595 526439431#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 120511144#0 -101752970#2,4.122379621394994
29,60,-282689975#2 -282689975#1 -282689975#0 -352797377 -120511301 101411571#0 -47374680#8 47374680#8 -101411571#0 120509990 120509991 282689983#0 101418595 526439431#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 120511144#0 -101752970#2,4.2189380143706146
29,60,-282689975#2 -282689975#1 -282689975#0 -352797377 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 -47374680#5 -47374680#4 -47374680#3 -47374680#2 -47374680#1 -47374680#0 283490977#1 -283490977#1 47374680#0 101749458#0 -101749458#0 47374680#1 101415865#0 101415865#1 101415865#2 173532317#2 173532317#3 120511144#0 -101752970#2,5.119693449734105
30,12,120511932#0 120511932#1 120511932#2 -101604499 100475363 282479151#1 100475362 -659278038#3 659278038#3 100475365#0 100475365#1,1.0971431049021483
30,12,120511932#0 120511932#1 120511932#2 -101604499 100475363 282479151#1 100475362 -659278038#3 -101601832#2 101601832#2 659278038#3 100475365#0 100475365#1,1.4135817898073557
30,12,120511932#0 120511932#1 120511932#2 -101604508 101604508 -101604499 100475363 282479151#1 100475362 -659278038#3 659278038#3 100475365#0 100475365#1,1.468645384719763
30,12,120511932#0 120511932#1 120511932#2 -101604499 100475363 282479151#1 100475362 -659278038#3 -659278038#2 659278038#2 659278038#3 100475365#0 100475365#1,1.2768950056624522
31,3,-101604513#1 -101604503 659278038#2 659278038#3 100475365#0 100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -101605219 -100488715#5 -100488715#4 -100488715#3 101605951#0 101605951#1 -101606546 101606547#1,1.7037992158706534
31,3,-101604513#1 -101604503 659278038#2 659278038#3 100475365#0 100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -101605219 -100488715#5 120829754 -101605951#4 -101605951#3 -101605951#2 -101606546 101606547#1,2.421401874608476
31,3,-101604513#1 -101604503 659278038#2 659278038#3 100475365#0 100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -100488715#6 -100488715#5 120829754 -101605951#4 -101605951#3 -101605951#2 -101606546 101606547#1,2.3163003955719366
31,3,-101604513#1 -101604503 659278038#2 659278038#3 100475365#0 100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -100488715#6 -100488715#5 -100488715#4 -100488715#3 101605951#0 101605951#1 -101606546 101606547#1,1.5986977368341146
31,22,-101604513#1 -101604503 -659278038#1 -659278038#0 659278036#0 659278036#1 659278036#2 659278036#3 -100468675#3 -100468675#2 -100468675#1 -100468675#0,1.1374153981246926
31,22,-101604513#1 -101604503 -659278038#1 -659278038#0 659278036#0 -416412034 659278036#2 659278036#3 -100468675#3 -100468675#2 -100468675#1 -100468675#0,1.3803325649914393
31,22,-101604513#1 -101604503 -659278038#1 -659278038#0 659278036#0 -416412034 659278036#2 659278036#3 101600741#0 -101600741#0 -100468675#3 -100468675#2 -100468675#1 -100468675#0,1.798859975955825
31,22,-101604513#1 -101604503 -659278038#1 -659278038#0 659278036#0 -416412034 659278036#2 -101601559 101601559 659278036#3 -100468675#3 -100468675#2 -100468675#1 -100468675#0,1.643963474518677
32,25,-100468675#0 100468664 100468672#2 100468667 100468681#0 100468681#1 100468681#2 -101600741#4 101601553#0 101601553#1 100525438#1 100525438#2 659278038#0 659278038#1 101604503 101604513#1 -101604513#1,1.8868539784524316
32,25,-100468675#0 100468664 100468672#2 100468667 100468681#0 100468681#1 100468681#2 -101600741#4 101601553#0 101601553#1 100525438#1 100525438#2 659278038#0 659278038#1 659278038#2 -659278038#2 101604503 101604513#1 -101604513#1,2.0666058792127355
32,25,-100468675#0 100468675#0 100468675#1 100468675#2 100468675#3 101600741#0 101600741#1 101600741#2 101600741#3 101601553#0 101601553#1 100525438#1 100525438#2 659278038#0 659278038#1 101604503 101604513#1 -101604513#1,2.3103645777965616
32,25,-100468675#0 100468664 100468672#2 100468667 100468681#0 100468681#1 100468681#2 -101600741#4 -101600741#3 101600741#3 101601553#0 101601553#1 100525438#1 100525438#2 659278038#0 659278038#1 101604503 101604513#1 -101604513#1,2.1822521377161377
33,5,-416409190 416409190 416409192#8 -162276631 162276528 1323419242#0 1323419242#1 162276533#0 162276533#1 100488715#0 100488715#1 100488715#2 100488715#3 100488715#4 100488715#5 100488715#6 100488715#7 100488714 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,5.068231646176857
33,5,-416409190 -416409191#1 -416409191#0 -162276631 162276528 1323419242#0 1323419242#1 162276533#0 162276533#1 100488715#0 100488715#1 100488715#2 100488715#3 100488715#4 100488715#5 101605219 100488715#7 100488714 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,4.976136939323633
33,5,-416409190 416409190 416409192#8 -162276631 162276528 1323419242#0 1323419242#1 162276533#0 162276533#1 100488715#0 100488715#1 100488715#2 100488715#3 100488715#4 100488715#5 101605219 100488715#7 100488714 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,5.1601542179413435
33,5,-416409190 -416409191#1 -416409191#0 -162276631 162276528 1323419242#0 1323419242#1 162276533#0 162276533#1 100488715#0 100488715#1 100488715#2 100488715#3 100488715#4 100488715#5 100488715#6 100488715#7 100488714 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,4.884214367559147
34,26,297823019#3 297823019#4 297823017 372606529#1 101594836#0 101594836#1 101594812#3 101594812#0 101594843 101594815#0 -659283000#5 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 -1197063689 71324344 463830226#0 71324343#0 -71324343#0,2.124996794974289
34,26,297823019#3 297823019#4 297823017 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 71324343#0 -71324343#0,2.697563215350935
34,26,297823019#3 297823019#4 297823017 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 42762428#1 42762428#4 71324344 463830226#0 71324343#0 -71324343#0,2.706122448979592
34,26,297823019#3 297823019#4 297823019#1 297823023#0 -297823018 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 -659283000#7 -71324343#11 -71324343#10 -71324343#8 -71324343#7 -71324343#6 -71324343#5 -71324343#4 -71324343#3 -71324343#2 -71324343#1 -71324343#0,1.465140022891806
35,15,-297823017 297823019#1 297823023#0 -297823018 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 -659283000#7 -659283000#6 -659283000#5 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 -1197063689 71324344 463830226#0 463830226#1 101411570 282689981#1 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 101746498#0 101746498#1 101746498#2 -101746498#2,4.110417471524246
35,15,-297823017 297823019#1 297823023#0 -297823018 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 101594822 101594815#0 -659283000#5 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 -1197063689 71324344 463830226#0 463830226#1 101411570 282689981#1 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 101746498#0 101746498#1 101746498#2 -101746498#2,4.181130148243602
35,15,-297823017 297823019#1 297823023#0 -297823018 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 101594822 101594815#0 -659283000#5 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 -1197063689 -42762428#4 1164653913 463830226#0 463830226#1 101411570 282689981#1 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 101746498#0 101746498#1 101746498#2 -101746498#2,4.2185493059714885
35,15,-297823017 297823019#1 297823019#2 297823019#3 297823019#4 297823017 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 47374680#0 47374680#1 101415865#0 -101749449#1 101746514 -101746498#2,5.67666363881766
35,20,-297823017 297823019#1 297823019#2 297823019#3 297823019#4 297823017 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -101765339#6 -101765339#5 -101767911 101767915#1,4.950936573333438
35,20,-297823017 297823019#1 297823023#0 -297823018 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 -659283000#7 -659283000#6 -659283000#5 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 -1197063689 -42762428#4 -42762428#3 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -101765339#6 -101765339#5 -101767911 101767915#1,4.664918652846308
35,20,-297823017 297823019#1 297823023#0 -297823018 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 -659283000#7 -659283000#6 -659283000#5 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 1164653914 -619184994 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -101765339#6 -101765339#5 -101767911 101767915#1,4.952513690861514
35,20,-297823017 297823019#1 297823019#2 297823019#3 297823019#4 297823017 372606529#1 372606529#2 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 1323419245 16648700 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -101765339#6 -101765339#5 -101767911 101767915#1,4.917743296022514
35,27,-297823017 297823019#1 297823023#0 -297823018 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 101594822 101594815#0 -659283000#5 -659283000#3,1.540882414880999
35,27,-297823017 297823019#1 297823023#0 -297823018 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 -659283000#7 -659283000#6 -659283000#5 -659283000#3,1.4701697381616432
35,27,-297823017 297823019#1 297823023#0 297823021 297823025 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 101594822 101594815#0 -659283000#5 -659283000#3,1.6079492416116914
35,27,-297823017 297823019#1 297823023#0 297823021 297823022#1 -297823020#1 1047412912#1 -659283000#11 -659283000#10 -659283000#8 101594822 101594815#0 -659283000#5 -659283000#3,1.2620508822679537
36,28,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 101607105 101607099 101607107 101607098#1 101607098#2 -120512823#1 -120512823#0 -101609498#5 336863927#0 336863927#1 -336863927#1,2.383692166571452
36,28,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 101607105 -101607101 101607107 101607098#1 101607098#2 -120512823#1 -120512823#0 -101609498#5 336863927#0 336863927#1 -336863927#1,2.3845124947027045
36,28,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 101607105 101607099 101607107 -101607098#0 101607098#0 101607098#1 101607098#2 -120512823#1 -120512823#0 -101609498#5 336863927#0 336863927#1 -336863927#1,2.7504788812573264
36,28,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 101607105 101607099 101607107 101607098#1 101607098#2 -101607965 101607965 -120512823#1 -120512823#0 -101609498#5 336863927#0 336863927#1 -336863927#1,2.4768894454830166
36,34,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,2.784393159245352
36,34,-100468681#0 100468681#0 100468681#1 100468681#2 -101600741#4 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,3.2808006639318923
36,34,-100468681#0 100468681#0 100468681#1 100468681#2 -101600741#4 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419247 -1323419247 1323419246 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,3.51607477357575
36,34,-100468681#0 100468681#0 100468681#1 100468681#2 -101600741#4 101601553#0 -101601557 101601557 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 -100525445 526438862#0 526438862#1 526438862#2 101418589 -1200809291,3.322521326278905
36,37,-100468681#0 100468681#0 100468681#1 100468681#2 -101600741#4 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 47374680#0 101749458#0 -101749458#0,4.0479405441082115
36,37,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 47374680#0 101749458#0 -101749458#0,3.551533039421671
36,37,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 1323419245 16648700 1323419243 120511145 47374680#0 101749458#0 -101749458#0,3.518339762110747
36,37,-100468681#0 100468681#0 100468681#1 100468681#2 -101600741#4 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 1323419245 16648700 1323419243 120511145 47374680#0 101749458#0 -101749458#0,4.014747266797287
36,69,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 101607105 -101607101 101607107 101607098#1 101607098#2 -101607965 101607964#1 101607969#0 101607966#0 -101608828,2.3687698405496107
36,69,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 101607105 101607099 101607107 101607098#1 101607098#2 -101607965 101607964#1 101607969#0 101607966#0 -101608828,2.3679495124183583
36,69,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 101607105 101607099 101607107 -101607098#0 101607098#0 101607098#1 101607098#2 -101607965 101607964#1 101607969#0 101607966#0 -101608828,2.7347362271042326
36,69,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 101607105 -101607101 101607107 101607098#1 101607098#2 372606529#0 -372606529#0 -101607965 101607964#1 101607969#0 101607966#0 -101608828,2.3775333459517713
36,74,-100468681#0 100468665 100468672#4 100468679 -23887076#3 -23887076#2,0.4560256295607963
36,74,-100468681#0 100468681#0 100468681#1 100468681#2 -101600741#4 -101600741#3 -101600741#2 -101600741#1 -101601563 101601563 -101600741#0 -100468675#3 -100468675#2 -100468675#1 -100468675#0 100468664 100468672#2 100468672#3 100468672#4 100468679 -23887076#3 -23887076#2,2.684864422097249
36,74,-100468681#0 100468681#0 100468681#1 100468681#2 -101600741#4 -101600741#3 -101600741#2 -101600741#1 -101600741#0 -100468675#3 -100468675#2 -100468675#1 -100468675#0 100468664 100468672#2 100468672#3 100468672#4 100468679 -23887076#3 -23887076#2,2.500470664594247
36,74,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 -100468681#4 -100468681#3 -101600741#4 -101600741#3 -101601551 101601551 -101600741#2 -101600741#1 -101600741#0 -100468675#3 -100468675#2 -100468675#1 -100468675#0 100468664 100468672#2 100468672#3 100468672#4 100468679 -23887076#3 -23887076#2,2.9935952146302447
36,79,-100468681#0 100468681#0 100468681#1 100468681#2 -101600741#4 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 463830226#1 -679068326#3 -679068326#2 -679068326#1 -679068326#0 -1006827381 101417074,3.575352027059924
36,79,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 71324343#0 -416375814 -679068326#2 -679068326#1 -679068326#0 -1006827381 101417074,3.026448160257624
36,79,-100468681#0 100468681#0 100468681#1 100468681#2 100468681#3 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 463830226#1 -679068326#3 -679068326#2 -679068326#1 -679068326#0 -1006827381 101417074,3.0789445223733845
36,79,-100468681#0 100468681#0 100468681#1 100468681#2 -101600741#4 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 71324343#0 -416375814 -679068326#2 -679068326#1 -679068326#0 -1006827381 101417074,3.5228556649441636
37,27,-101600741#2 -101600741#1 101600741#1 101600741#2 101600741#3 101600741#4 100468681#3 100468681#4 101607105 101607099 101607107 101607098#1 101607098#2 372606529#0 372606529#1 101594836#0 101594836#1 101594812#3 101594812#0 101594843 101594815#0 -659283000#5 -659283000#3,2.3735730721374217
37,27,-101600741#2 -101600741#1 101600741#1 101600741#2 101600741#3 101600741#4 100468681#3 100468681#4 101607105 -101607101 101607107 101607098#1 101607098#2 372606529#0 372606529#1 101594836#0 101594836#1 101594812#3 101594812#0 101594843 101594815#0 -659283000#5 -659283000#3,2.374393400268674
37,27,-101600741#2 -101600741#1 101600741#1 101600741#2 101600741#3 101600741#4 100468681#3 100468681#4 101607105 -101607101 101607107 -101607098#0 101607098#0 101607098#1 101607098#2 372606529#0 372606529#1 101594836#0 101594836#1 101594812#3 101594812#0 101594843 101594815#0 -659283000#5 -659283000#3,2.741180114954549
37,27,-101600741#2 -101600741#1 101600741#1 101600741#2 101600741#3 101600741#4 -101600741#4 -101601561 101601561 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 42762428#4 1197063689 282479127#0 659283000#0 659283000#1 659283000#2 659283000#3 -659283000#3,3.1530522360131954
37,64,-101600741#2 -101600741#1 101600741#1 101600741#2 101600741#3 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -173532317#0 47374679#0 101754278#0 101754278#1 -101752975#2,4.573586281164733
37,64,-101600741#2 -101600741#1 101600741#1 101600741#2 101600741#3 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -173532317#0 47374679#0 47374679#1 101754282#1 101754278#1 -101752975#2,4.575938093019785
37,64,-101600741#2 -101600741#1 101600741#1 101600741#2 101600741#3 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 1323419245 16648700 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -173532317#0 47374679#0 101754278#0 101754278#1 -101752975#2,4.540393003853809
37,64,-101600741#2 -101600741#1 101600741#1 101600741#2 101600741#3 101601553#0 101601553#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 283490977#1 -173532317#3 -173532317#2 -173532317#1 -101765339#6 416382004 336860320 101752975#1 101752975#2 -101752975#2,5.125829078931789
38,29,-101608828 101608828 -101607966#0 101607969#1 100468681#4 100468681#5 100468681#6 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 619184994 -619184994,1.3918651693938913
